00 111111111111111110 111011100010001000 011000010010000000 001011111000000000 
01 111111111110011000 111001100010000000 011000010000000000 001010001000000000 
02 110111111010010000 111001100000000000 010000000000000000 001010001000000000 
03 110111011000010000 000001000000000000 000000000000000000 000000001000000000 
04 010011000000000000 000000000000000000 000000000000000000 000000000000000000 
05 010000000000000000 000000000000000000 000000000000000000 000000000000000000 
06 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
07 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
08 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
09 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
10 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
11 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
12 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
13 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
14 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
15 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
16 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
17 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
18 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
19 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
20 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
21 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
22 000000000000000000 000000000000000100 000000000101001010 000000000110000000 
23 000000000000000000 000000100011101110 000000010111101110 100000000110100000 
24 000000000000000000 011101110111111111 111101110111111111 110100000110110111 
25 001100000011100000 111111111111111111 111111111111111111 110110100111111111 
26 011110000111111001 111111111111111111 111111111111111111 111111111111111111 
27 111111111111111011 111111111111111111 111111111111111111 111111111111111111 
28 111111111111111111 111111111111111111 111111111111111111 111111111111111111 
29 111111111111111111 111111111111111111 111111111011111011 111111111101111111 
30 111111111111111111 111111111111011111 011111111011011011 111111111101111111 
