21 001010100011110110 110111111111111111 011110111011110111 111111111111111111 110010000110010000 111111111111111111 111010100111010100 111111111111111111 011001010111001110 101111101000110000 011001111101001101 000111101000110000 000000000100000001 111111111111111111 000000001100011101 111111111111111111 
22 011110110011111111 100001001100011011 011111111010111011 111111111111011111 111010100111011100 111111111101111111 111010111111011111 101111111101111111 011001011111011101 000110000000100000 111001111101111101 000100000000100000 100000101111111011 111111110111110000 100100101101111111 111110010111110100 
23 011111111100101001 100001001000000000 111111111100001001 100000001000000000 111011110101111111 001111111000110010 111111111101111111 000111111000110110 111111111101111101 000110000000000000 101111101100111100 000000000000100000 111111101111111111 111110000110110000 111101111111111110 110110000110100000 
24 111111111100001001 100000000000000000 110101011100000001 100000000000000000 111111111001111011 000111010000010010 101111111000110010 000111010000010010 101111101100110100 000100000000000000 101111101000110100 000000000000000000 111111111111110110 110100000100100000 111111110111110010 110100000100000000 
25 100111111000000001 000000000000000000 100001001000000000 000000000000000000 101111111000110010 000010010000010000 101111011000010010 000010010000010000 101111101000010100 000000000000000000 100111101000100000 000000000000000000 111111111110110000 110100000100000000 111111110110110000 100100000100000000 
26 100001001000000000 000000000000000000 100001001000000000 000000000000000000 100111011000010010 000010000000010000 100111011000010010 000000000000010000 000110100000000000 000000000000000000 000110100000000000 000000000000000000 111111110110100000 100100000100000000 111110100110100000 000100000000000000 
27 100001001000000000 000000000000000000 000001001000000000 000000000000000000 000110010000010010 000000000000010000 000010010000010000 000000000000010000 000100000000000000 000000000000000000 000100000000000000 000000000000000000 110100000110100000 000000000000000000 110100000110100000 000000000000000000 
28 000000001000000000 000000000000000000 000000000000000000 000000000000000000 000000010000000000 000000000000000000 000010010000010000 000000000000010000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 110100000100100000 000000000000000000 110100000100100000 000000000000000000 
29 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000010000000000 000000000000000000 000000000000000000 000000000000010000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 110100000100000000 000000000000000000 110100000100000000 000000000000000000 
30 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 110100000000000000 000000000000000000 100100000000000000 000000000000000000 
