00 010010010000000000 111111111110111100 111111110000000000 111111111111111110 000000000000000000 111001100111001100 000000000000000000 111001100010001000 000000000000000000 011000010000000000 010000000000000000 011000010010000000 000000000000000000 001011111000000000 000000000000000000 001011111000000001 
01 000000000000000000 110111111110010000 000000000000000000 111111111110011010 000000000000000000 111001100000000000 000000000000000000 111001100000000000 000000000000000000 000000000000000000 000000000000000000 010000000000000000 000000000000000000 001010001000000000 000000000000000000 001010001000000000 
02 000000000000000000 110111010000010000 000000000000000000 110111011010010000 000000000000000000 111001000000000000 000000000000000000 111001100000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000001000000000 000000000000000000 001000001000000000 
03 000000000000000000 010010000000000000 000000000000000000 010011010000010000 000000000000000000 000001000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000001000000000 
04 000000000000000000 000000000000000000 000000000000000000 010010000000010000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
05 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
06 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
07 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
08 000000000000000000 000001000000001000 000000000000000000 000001000000001000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
09 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
10 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
11 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
12 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
13 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
14 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
15 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
16 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
17 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
18 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
19 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
20 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
21 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 
22 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000001100100 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000000101001010 000000000000000000 000000000100000000 000000000000000000 000000000000000000 000000000000000000 
23 000000000000000000 000000000000000000 000000000000000000 000000000000000000 000000100011101110 000000000000000000 000000000000100100 000000000000000000 000000000101101110 000000000000000000 000000010111101010 000000000000000000 000000000110000000 000000000000000000 000000000110000000 000000000000000000 
24 000000000000000000 000000000000000000 000000000000000000 000000000000000000 011111110111111111 000000000000000000 000000000001100100 000000000000000000 010100110111111111 000000000001000000 111101010111101110 000000000000000000 100000000110110111 000000000000000000 110000000110110111 000000000100000000 
25 001100000001100000 000000000000000000 000000000000000000 000000000000000000 111111111111111111 000000000001000000 011110110111111111 000000000001000100 111101111111111111 000000010101001110 111101111111111111 000000000101001010 110110100111111111 000000000110000000 110110000111111111 100000000110000000 
26 011110000111110000 000000000000000000 001100000011100000 000000000000000000 111111111111111111 000000000001000100 011111111111111111 001000100001100110 111111111011111111 111001010111101111 111111111111111111 000000010101001110 111111111111111111 000000000110000000 111111111101111111 110110000111110111 
27 111111001111111011 000000000000000000 011101000111111011 000000000001000000 111111111111011111 001000100111111111 111111111111111101 011010110111111111 111111111011010011 111101111111111111 111111111111111111 111001110111101111 111111111101011111 110110000111110011 111111111101111111 111110100111110111 
28 111111111111111111 001100000011100000 011111011111111111 001000000001110000 111001100111001100 111111110111111111 111011101111001100 111111111111111111 011011111011000010 111111111111111111 111111111011111011 111101111111111111 101111111101011111 111110000111111111 101011111001011111 111110111111111111 
29 111111111111111111 001100000111111011 111111111111111111 001100000101111000 111001100111001100 111111111111111111 111001100111001100 111111111111111111 011000010001000000 111111111011111111 011111011011010010 111111111011111011 101011111001011111 111111111101111111 001011111001011111 111111111101111111 
30 111111110110111110 011111000111111111 111111111110111111 001111000111111011 111001100100001000 111111111111011111 111001100111001100 111111111111011111 001000000000000000 011011011011000010 011011010011000010 011111111011011011 001011111001011111 101111111101111111 001011111001010001 101111111101111111 
